transaction_id,date_time,risk_score,rules_triggered,ai_reasoning,data_used,action_taken,investigator_decision,final_outcome
TXN_873496,2026-09-18 12:10:39 UTC,0.0230,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.023),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 13.25, ""amount_in_usd"": 13.25}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_697892,2026-09-18 12:10:39 UTC,0.0160,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.016),"{""source"": ""transactions_a.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 57.3, ""amount_in_usd"": 57.3}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_106119,2026-09-18 12:10:39 UTC,0.0344,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.034),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 34.06, ""amount_in_usd"": 34.06}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_105646,2026-09-18 12:10:39 UTC,0.0893,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.089),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 141.98, ""amount_in_usd"": 141.98}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_306297,2026-09-18 12:10:39 UTC,0.0517,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.052),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 2.3, ""amount_in_usd"": 2.3}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_388794,2026-09-18 12:10:39 UTC,0.0506,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.051),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 55.62, ""amount_in_usd"": 55.62}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_555244,2026-09-18 12:10:39 UTC,0.0294,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.029),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 18.96, ""amount_in_usd"": 18.96}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_183937,2026-09-18 12:10:39 UTC,0.0255,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.025),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 9.1, ""amount_in_usd"": 9.1}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_475732,2026-09-18 12:10:39 UTC,0.0289,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.029),"{""source"": ""transactions_a.csv"", ""channel"": ""Branch"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 15.78, ""amount_in_usd"": 15.78}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_495522,2026-09-18 12:10:39 UTC,0.0259,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.026),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 37.76, ""amount_in_usd"": 37.76}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_435222,2026-09-18 12:10:39 UTC,0.0321,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.032),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 7.59, ""amount_in_usd"": 7.59}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_127919,2026-09-18 12:10:39 UTC,0.0134,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.013),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 26.5, ""amount_in_usd"": 26.5}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_471899,2026-09-18 12:10:39 UTC,0.0174,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.017),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 34.28, ""amount_in_usd"": 34.28}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_992522,2026-09-18 12:10:39 UTC,0.0411,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.041),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 148.56, ""amount_in_usd"": 148.56}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_927186,2026-09-18 12:10:39 UTC,0.0473,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.047),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 70.42, ""amount_in_usd"": 70.42}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_830083,2026-09-18 12:10:39 UTC,0.0518,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.052),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 95.66, ""amount_in_usd"": 95.66}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_202941,2026-09-18 12:10:39 UTC,0.0474,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.047),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 12.48, ""amount_in_usd"": 12.48}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_378501,2026-09-18 12:10:39 UTC,0.0339,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.034),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 4.79, ""amount_in_usd"": 4.79}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_322700,2026-09-18 12:10:39 UTC,0.0755,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.075),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 192.93, ""amount_in_usd"": 192.93}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_739817,2026-09-18 12:10:39 UTC,0.0420,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.042),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 24.12, ""amount_in_usd"": 24.12}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_118526,2026-09-18 12:10:39 UTC,0.0401,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.040),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 64.72, ""amount_in_usd"": 64.72}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_384905,2026-09-18 12:10:39 UTC,0.0118,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.012),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 19.4, ""amount_in_usd"": 19.4}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_341118,2026-09-18 12:10:39 UTC,0.0327,Late-night online purchase,Model finds this transaction low risk with no strong anomaly indicators (score 0.033),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 15.0, ""amount_in_usd"": 15.0}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_904757,2026-09-18 12:10:39 UTC,0.0527,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.053),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 22.08, ""amount_in_usd"": 22.08}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_122829,2026-09-18 12:10:39 UTC,0.0395,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.040),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 18.88, ""amount_in_usd"": 18.88}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_961155,2026-09-18 12:10:39 UTC,0.0348,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.035),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 10.5, ""amount_in_usd"": 10.5}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_551550,2026-09-18 12:10:39 UTC,0.0452,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.045),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 56.03, ""amount_in_usd"": 56.03}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_827501,2026-09-18 12:10:39 UTC,0.0385,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.038),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 46.82, ""amount_in_usd"": 46.82}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_856802,2026-09-18 12:10:39 UTC,0.0230,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.023),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 50.55, ""amount_in_usd"": 50.55}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_130948,2026-09-18 12:10:39 UTC,0.0385,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.038),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 23.97, ""amount_in_usd"": 23.97}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_764646,2026-09-18 12:10:39 UTC,0.0476,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.048),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 80.51, ""amount_in_usd"": 80.51}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_230411,2026-09-18 12:10:39 UTC,0.0252,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.025),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 61.79, ""amount_in_usd"": 61.79}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_963040,2026-09-18 12:10:39 UTC,0.0186,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.019),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 19.42, ""amount_in_usd"": 19.42}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_627735,2026-09-18 12:10:39 UTC,0.0218,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.022),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 17.34, ""amount_in_usd"": 17.34}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_735201,2026-09-18 12:10:39 UTC,0.0294,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.029),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 6.2, ""amount_in_usd"": 6.2}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_291892,2026-09-18 12:10:39 UTC,0.1430,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.143),"{""source"": ""transactions_a.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 180.33, ""amount_in_usd"": 180.33}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_871731,2026-09-18 12:10:39 UTC,0.0757,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.076),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 70.62, ""amount_in_usd"": 70.62}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_677044,2026-09-18 12:10:39 UTC,0.0508,Online + international (typical fraud vector),Model finds this transaction low risk due to online and international (score 0.051),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 42.49, ""amount_in_usd"": 42.49}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_342885,2026-09-18 12:10:39 UTC,0.0593,Online + international (typical fraud vector),Model finds this transaction low risk due to online and international (score 0.059),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 13.48, ""amount_in_usd"": 13.48}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_446695,2026-09-18 12:10:39 UTC,0.0421,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.042),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 10.62, ""amount_in_usd"": 10.62}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_597593,2026-09-18 12:10:39 UTC,0.0290,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.029),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 108.9, ""amount_in_usd"": 108.9}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_842792,2026-09-18 12:10:39 UTC,0.2373,"Unusual hour (night, outside 06:00-22:00); Online + international (typical fraud vector); Late-night online purchase","Model finds this transaction low risk due to occurred at night, online and international (score 0.237)","{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 499.25, ""amount_in_usd"": 499.25}",No action (low risk cleared),Pending review,Awaiting investigator
